,Diplome,Entreprise,Experience,Technologies,Ville,Metier
4692,bachelor,Vertex,0.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
4854,phd,GroundTruth,2.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
7796,phd,Broad Institute,3.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Rennes,2
654,msc,Jobspring Partners,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Nice,2
6159,msc,TetraScience,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
6865,phd,Brad's Deals,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Toulouse,2
4839,phd,Ginkgo Bioworks,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Nice,0
6881,msc,Ball Aerospace,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Grenoble,2
6316,master,NOKIA,6.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rouen,3
4975,master,KPMG,0.0,"['Java', 'Python', 'Linux']",Lyon,0
7448,phd,Ball Aerospace,2.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
3256,phd,Cedars-Sinai Medical Center,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,2
6760,master,Recorded Future,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
6288,msc,ASTA CRS,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Nice,2
8790,bachelor,The Aspen Institute,2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Paris,1
2452,phd,Payette Group,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,2
3306,bachelor,Vertex Pharmaceuticals,3.0,"['MongoDB', 'SQL', 'Docker']",Toulouse,0
3536,no diploma,Ball Aerospace,3.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
3108,master,Tremor,3.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
9310,master,Emory University,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Marseille,1
4660,master,Patricio Enterprises,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lyon,2
1877,master,Children's Hospital Los Angeles,1.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Strasbourg,1
5599,msc,Androcles-Group,1.0,"['MongoDB', 'SQL', 'Docker']",Lille,0
8456,no diploma,Ball Aerospace,1.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Toulouse,0
782,no diploma,Ball Aerospace,2.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
1174,msc,Apple,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Nice,1
4590,msc,Adaptive Management,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
2736,bachelor,Ball Aerospace,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
2365,master,Jacobs,1.0,"['Spark', 'Python', 'Scala']",Lyon,1
8049,phd,QuantumBlack,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,2
2024,phd,Ball Aerospace,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Lyon,2
2439,master,Commonwealth Sciences,1.0,"['Python', 'Java', 'Linux', 'GNU']",Lyon,1
6553,msc,Ball Aerospace,1.0,"['Java', 'Python', 'Linux']",Marseille,0
3824,msc,KPMG,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Toulon,1
7662,bachelor,Ball Aerospace,3.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
6920,master,Blueprint Medicines,3.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
1018,master,Exponent,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Nice,2
1436,bachelor,PLAYSTUDIOS Inc,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Toulouse,0
177,master,"Attorney General, Office of the",3.0,"['C', 'C++', 'Java', 'Python']",Marseille,2
4146,msc,The Urban Institute,5.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Lille,0
5054,master,Amazon.com,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
6208,master,Solidus Technical Solutions,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Toulouse,3
7440,phd,ALS TDI,0.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Marseille,2
7024,msc,Year Up,7.0,"['Python', 'Spark', 'GNU', 'Linux']",Paris,1
6683,no diploma,Morningstar,4.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Bordeaux,1
8709,no diploma,Capgemini,0.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Lyon,0
4701,phd,envisionit,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Marseille,0
8029,master,SPK Consultants Inc,3.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
7088,master,Nielsen,3.0,"['Excel', 'VBA', 'R']",Paris,2
1980,phd,Ball Aerospace,4.0,"['Spark', 'Python']",Lyon,0
399,master,Workbridge Associates,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
3817,msc,McKinsey & Company,2.0,"['Java', 'C', 'C++', 'R', 'Python']",Marseille,2
2692,no diploma,Dealmoon,4.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
4650,master,Kelvin,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
3830,master,Ball Aerospace,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Bordeaux,1
9084,master,Nielsen,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
7218,msc,GQR Global Markets,6.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Paris,0
1214,master,Amazon.com,0.0,"['R', 'Python', 'SQL', 'Teradata', 'Big data']",Lille,2
8738,master,Burns & McDonnell,2.0,"['Python', 'Tensorflow', 'R', 'Big data']",Rennes,3
7919,bsc,University of Colorado,2.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Paris,1
8704,msc,Ball Aerospace,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Toulouse,1
7465,bachelor,"ChartSpan Medical Technologies, Inc.",2.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Lyon,2
3870,msc,Ball Aerospace,6.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Rennes,1
2947,msc,KEYW Corporation,2.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Paris,1
7715,master,ViralGains Inc.,0.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lille,2
386,bachelor,Celgene Corporation,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lille,2
9469,master,BlueLabs Analytics,6.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
6267,master,Waymo,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Nice,2
7843,master,Ball Aerospace,4.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Rouen,1
4505,no diploma,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Paris,0
1451,master,Cedars-Sinai Medical Center,2.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
4287,phd,Ball Aerospace,4.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Lille,0
5821,phd,The Boston Consulting Group,5.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
9197,master,Harvard University,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Toulouse,2
4457,phd,Ball Aerospace,7.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lille,3
4296,phd,AIG,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
336,bachelor,NVIDIA,3.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Paris,3
5263,phd,American Geophysical Union,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Nantes,2
9068,master,Ball Aerospace,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lille,2
1407,bachelor,Ball Aerospace,0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,2
6648,msc,DigitasLBi,4.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Lyon,3
8785,phd,State Street,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
3201,master,Waymo,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,2
6133,master,Massachusetts General Hospital(MGH),1.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
8469,master,Ball Aerospace,2.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Marseille,2
4522,no diploma,McKinsey & Company,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
2922,msc,Ball Aerospace,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
2766,master,McKinsey & Company,5.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Lyon,3
7066,master,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,2
9415,master,Ball Aerospace,3.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Rennes,2
5427,master,Ball Aerospace,5.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Bordeaux,3
7427,phd,Envision Horizons,2.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Toulon,2
8887,bachelor,Pivotal Software,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Nantes,2
3288,msc,Karen Clark & Company,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulouse,3
8729,phd,The Wonderful Company LLC,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
8502,phd,Wolverine Trading,7.0,"['Java', 'C', 'C++', 'R', 'Python']",Lyon,2
1287,master,Amazon.com,2.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Bordeaux,3
7492,phd,Catapult Sports,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
1574,no diploma,LinQuest Corporation,3.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Nice,1
4037,no diploma,ProClinical,0.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Grenoble,1
766,master,"Woodlyn Partners, Inc.",2.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Marseille,2
5469,msc,DigitasLBi,0.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
959,master,KPMG,0.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
3816,master,Peloton,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lille,2
71,master,Massachusetts Eye and Ear Infirmary,2.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
2438,master,Ball Aerospace,9.0,"['C', 'C++', 'Java', 'Python']",Marseille,2
3949,phd,Johnson & Johnson Family of Companies,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lille,0
7341,master,Cognition Financial Corporation,5.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
5430,no diploma,Bank of America,5.0,"['Python', 'Pyspark', 'Spark']",Rennes,1
169,phd,Clockwork Solutions,1.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
7153,no diploma,The Coca-Cola Company,4.0,"['Spark', 'Python']",Rennes,0
7522,master,Harvard University,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Paris,3
6251,phd,AkzoNobel,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,2
5047,msc,Amazon Go,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
2238,phd,Georgia Tech Research Institute,5.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulon,1
1342,master,Dana-Farber Cancer Institute,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
1895,phd,Ball Aerospace,6.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Paris,1
7261,master,Vertex Pharmaceuticals,1.0,"['Spark', 'Python']",Lyon,0
6880,msc,E.L. Haynes Public Charter School,1.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
97,master,Nift Networks,2.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Bordeaux,1
2047,master,TripleLift,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Strasbourg,2
6960,msc,"eHire, LLC",3.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Paris,1
1183,bachelor,Northeastern University,4.0,"['Java', 'Linux', 'Docker']",Marseille,0
2416,msc,Northwestern University,1.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Paris,2
7634,master,Array Architects Inc,4.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
8340,phd,Shire Pharmaceuticals,2.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Nice,2
5016,no diploma,Scientific Research Corporation,1.0,"['C', 'C++', 'Java', 'Python']",Bordeaux,0
5673,master,ALS TDI,3.0,"['R', 'machine learning', 'Excel', 'VBA']",Lille,2
6748,bachelor,"CGH Technologies, Inc.",8.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Bordeaux,1
7748,master,Fidelity Investments,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Paris,1
7545,msc,Ball Aerospace,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Lille,1
8375,phd,Ball Aerospace,2.0,"['R', 'Python', 'SQL', 'Teradata', 'Big data']",Nice,2
1583,master,Department of Health And Human Services,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lyon,1
1093,msc,IHS Markit,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,3
3038,master,Centro,0.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,2
6638,master,Pragmatics,2.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Rennes,2
316,msc,bluebird bio,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
1693,master,Darwin Recruitment,2.0,"['VBA', 'Python', 'Excel', 'R']",Rouen,3
132,bachelor,TUFTS University,3.0,"['MongoDB', 'SQL', 'Docker']",Strasbourg,0
1770,bachelor,Ball Aerospace,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,2
2666,master,IHS Markit,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
1494,master,Ball Aerospace,0.0,"['Python', 'Java', 'Linux', 'GNU']",Lyon,1
3979,master,Ball Aerospace,1.0,"['Spark', 'Python', 'Scala']",Nice,1
4203,bachelor,"Advanced Micro Devices, Inc.",0.0,"['Python', 'AWS', 'Docker']",Paris,0
1667,no diploma,Schireson,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Bordeaux,0
299,no diploma,Ball Aerospace,7.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
2185,phd,Department of Energy,4.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
3675,bachelor,Cogito Corporation,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Rouen,3
3228,msc,Ball Aerospace,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
4712,no diploma,Noblis,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Strasbourg,1
5756,no diploma,Dremio,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Bordeaux,2
4973,master,Qeexo,2.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Paris,2
1059,master,Klein Hersh International,0.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Marseille,2
2053,master,Ball Aerospace,4.0,"['Java', 'Python', 'Linux']",Rennes,0
7077,msc,Locke Careers,2.0,"['C', 'C++', 'Java', 'Python']",Bordeaux,3
3541,bachelor,Ball Aerospace,2.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Rennes,2
869,master,Akuna Capital,0.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Toulouse,1
3392,phd,Ball Aerospace,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
6697,msc,Ball Aerospace,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,3
2231,master,McKinsey & Company,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Paris,3
8514,master,National instrument,1.0,"['Java', 'C', 'C++', 'R', 'Python']",Grenoble,2
703,master,ASRC Federal Holding Company,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
1128,phd,Ball Aerospace,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Marseille,1
7364,master,Whiz Finder Corporation,1.0,"['Python', 'Java', 'Linux', 'GNU']",Lyon,1
4000,phd,Ball Aerospace,4.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,2
9198,msc,Autodesk,1.0,"['Python', 'Pyspark', 'Spark']",Marseille,1
8544,phd,Cugene Inc,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Toulouse,2
8541,phd,Leidos,1.0,"['VBA', 'Python', 'Excel', 'R']",Lyon,2
3295,master,Health & Human Services Comm,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
4510,phd,"Wiss, Janney, Elstner Associates",1.0,"['R', 'machine learning', 'Excel', 'VBA']",Strasbourg,2
9375,master,Dimension Therapeutics,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Nantes,2
4307,master,Ball Aerospace,1.0,"['Hadoop', 'Perl', 'GNU', 'Linux']",Toulouse,0
9422,no diploma,Centers for Disease Control and Prevention,0.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Rouen,2
9132,master,Walmart,0.0,"['Hadoop', 'Perl', 'GNU', 'Linux']",Marseille,0
9187,master,Ball Aerospace,1.0,"['Java', 'Python', 'Linux']",Lyon,0
7683,master,Karen Clark & Company,3.0,"['Python', 'Java', 'Scala', 'MongoDB']",Lyon,0
8682,no diploma,MassMutual,2.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lyon,1
4769,msc,Ball Aerospace,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Toulouse,1
2722,msc,New America,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Nice,2
3758,bachelor,Bank of America,2.0,"['R', 'Python', 'SQL', 'Teradata', 'Big data']",Toulouse,3
1646,msc,Feedzai,1.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Nantes,1
940,master,R/GA,7.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Bordeaux,0
6142,phd,Ball Aerospace,1.0,"['Java', 'Linux', 'Docker']",Paris,0
3499,master,BlueLabs Analytics,0.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Marseille,2
3941,no diploma,Ball Aerospace,0.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Rouen,2
8495,master,IBM,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lille,2
2451,phd,WestRock,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
4809,no diploma,Factual,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
1078,no diploma,Ball Aerospace,6.0,"['Python', 'Pyspark', 'Spark']",Paris,1
6299,phd,xentity corporation,8.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nantes,2
1135,phd,Novi Labs,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Paris,2
46,master,HiTS,1.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Marseille,1
6051,msc,Vertex Pharmaceuticals,2.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Marseille,1
8447,bachelor,"Advanced Decision Vectors, LLC",1.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Marseille,1
9007,phd,AXS Group LLC,6.0,"['Python', 'Pyspark', 'Spark']",Grenoble,1
4875,master,Drivin/Autoniq,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Lyon,0
2901,master,Ball Aerospace,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,3
796,phd,Georgia Tech Research Institute,7.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,3
6977,phd,Loyal,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,3
709,no diploma,NOKIA,2.0,"['Python', 'Java', 'Linux', 'GNU']",Nantes,1
2991,master,Ball Aerospace,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
6846,bachelor,Ball Aerospace,2.0,"['Spark', 'Python']",Bordeaux,0
2567,phd,Quantifind,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Nantes,3
8695,master,Ball Aerospace,0.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Paris,2
6217,phd,Abcam,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Toulouse,2
936,msc,Grata Data,0.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Bordeaux,2
351,phd,Ball Aerospace,1.0,"['C', 'C++', 'Java', 'Python']",Marseille,2
954,master,Cogito Corporation,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Nantes,2
5829,master,NOKIA,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lille,2
9184,master,Ball Aerospace,1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Marseille,0
6699,phd,Google,0.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Rennes,2
8540,master,Boston University,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Rennes,2
4801,master,Allstate,1.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Paris,0
1015,master,Discover Financial Services,7.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
5177,msc,Trunk Club,1.0,"['Spark', 'Python']",Toulon,0
3135,master,National Ecological Observatory Network Inc,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Toulon,1
6853,msc,Tempus,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
7043,phd,Mathematica Policy Research,3.0,"['Hadoop', 'Perl', 'GNU', 'Linux']",Bordeaux,0
744,phd,NVIDIA,3.0,"['C', 'C++', 'Java', 'Python']",Paris,2
686,msc,Klein Hersh International,3.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
5059,msc,Microsoft,8.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Bordeaux,2
677,master,Google,6.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Marseille,2
4335,phd,Ball Aerospace,0.0,"['Excel', 'VBA', 'R']",Bordeaux,2
8301,master,Google,1.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Nice,1
6908,msc,New York Stem Cell Foundation,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
1719,master,Ball Aerospace,1.0,"['Python', 'AWS', 'Docker']",Marseille,0
1498,master,Kelvin,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
5331,msc,Nielsen,2.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Nantes,2
7822,master,Ball Aerospace,1.0,"['VBA', 'Python', 'Excel', 'R']",Marseille,2
7591,bachelor,Crowe,0.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Strasbourg,2
341,phd,Newton Colmore Consulting Ltd,4.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
312,phd,IBM,2.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Toulouse,1
7635,master,Ball Aerospace,9.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Paris,3
9181,no diploma,DataRobot,1.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Toulouse,1
5332,master,Cedars-Sinai Medical Center,0.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lille,2
6912,phd,Ball Aerospace,7.0,"['R', 'machine learning', 'Excel', 'VBA']",Lille,2
3394,msc,Ball Aerospace,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
3763,master,Ball Aerospace,1.0,"['Spark', 'Python']",Lille,0
5133,msc,Ball Aerospace,0.0,"['Python', 'Java', 'Linux', 'GNU']",Bordeaux,1
1449,msc,Lightmatter,1.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Toulouse,3
2680,no diploma,Ball Aerospace,2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Paris,1
6649,phd,The University of Chicago,2.0,"['Excel', 'VBA', 'R']",Paris,2
9054,master,Golder Associates,2.0,"['MongoDB', 'SQL', 'Docker']",Lille,0
4602,phd,National Ecological Observatory Network Inc,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Nantes,3
8320,master,Elevations Credit Union,7.0,"['Python', 'Java', 'Scala', 'MongoDB']",Paris,0
458,msc,Ball Aerospace,2.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Bordeaux,1
8348,msc,State Street,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Bordeaux,2
6369,master,Crowe,2.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Marseille,2
5051,phd,Ball Aerospace,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Lille,2
924,master,ICF,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
4437,no diploma,BrightBytes,4.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Lille,1
9148,phd,Panjiva,2.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Grenoble,2
8038,no diploma,Ball Aerospace,3.0,"['Python', 'Pyspark', 'Spark']",Strasbourg,1
3390,master,MARC USA LLC,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
3837,phd,Emory University,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Paris,2
6482,bachelor,UCLA David Geffen School of Medicine,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Rennes,1
4670,no diploma,Ball Aerospace,0.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Rouen,2
3174,master,Bloomberg BNA,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
